"","id","fish","agecap","lencap","anu1","anu2","anu3","anu4","anu5","anu6","anu7","anu8","anu9","radcap","rad1","rad2","rad3","rad4","rad5","rad6","rad7","rad8","rad9","zone","prop_age2"
"311",1359,91,4,157,1.48,0.99,0.88,0.21,NA,NA,NA,NA,NA,3.56,1.48,2.47,3.35,3.56,NA,NA,NA,NA,NA,"A3",0.693820224719101
"312",1361,91,4,157,1.06,0.84,0.55,0.17,NA,NA,NA,NA,NA,2.62,1.06,1.9,2.45,2.62,NA,NA,NA,NA,NA,"A4",0.725190839694656
"313",1360,91,4,157,0.83,0.43,0.65,0.13,NA,NA,NA,NA,NA,2.04,0.83,1.26,1.91,2.04,NA,NA,NA,NA,NA,"A4",0.617647058823529
"314",1364,91,4,157,1.47,1.07,0.72,0.14,NA,NA,NA,NA,NA,3.4,1.47,2.54,3.26,3.4,NA,NA,NA,NA,NA,"A6",0.747058823529412
"315",1365,91,4,157,1.45,1.03,0.72,0.17,NA,NA,NA,NA,NA,3.37,1.45,2.48,3.2,3.37,NA,NA,NA,NA,NA,"A6",0.735905044510386
"316",1381,93,4,192,2.27,1.35,0.79,0.41,NA,NA,NA,NA,NA,4.82,2.27,3.62,4.41,4.82,NA,NA,NA,NA,NA,"A1",0.75103734439834
"317",1382,93,4,192,2.22,1.3,0.73,0.4,NA,NA,NA,NA,NA,4.65,2.22,3.52,4.25,4.65,NA,NA,NA,NA,NA,"A1",0.756989247311828
"318",1384,93,4,192,2.27,1.39,0.82,0.49,NA,NA,NA,NA,NA,4.97,2.27,3.66,4.48,4.97,NA,NA,NA,NA,NA,"A2",0.736418511066398
"319",1385,93,4,192,2.26,1.42,0.86,0.56,NA,NA,NA,NA,NA,5.1,2.26,3.68,4.54,5.1,NA,NA,NA,NA,NA,"A2",0.72156862745098
"320",1388,93,4,192,2.48,1.47,0.86,0.36,NA,NA,NA,NA,NA,5.17,2.48,3.95,4.81,5.17,NA,NA,NA,NA,NA,"A3",0.764023210831722
"321",1387,93,4,192,2.2,1.46,0.74,0.44,NA,NA,NA,NA,NA,4.84,2.2,3.66,4.4,4.84,NA,NA,NA,NA,NA,"A3",0.756198347107438
"322",1392,93,4,192,1.9,1.13,0.76,0.42,NA,NA,NA,NA,NA,4.21,1.9,3.03,3.79,4.21,NA,NA,NA,NA,NA,"A4",0.719714964370546
"323",1390,93,4,192,1.74,1.19,0.69,0.44,NA,NA,NA,NA,NA,4.06,1.74,2.93,3.62,4.06,NA,NA,NA,NA,NA,"A4",0.721674876847291
"324",1394,93,4,192,1.75,0.98,0.56,0.22,NA,NA,NA,NA,NA,3.51,1.75,2.73,3.29,3.51,NA,NA,NA,NA,NA,"A6",0.777777777777778
"325",1395,93,4,192,1.95,1.02,0.55,0.25,NA,NA,NA,NA,NA,3.77,1.95,2.97,3.52,3.77,NA,NA,NA,NA,NA,"A6",0.787798408488064
"326",1517,102,4,205,2.26,1.34,1.02,0.42,NA,NA,NA,NA,NA,5.04,2.26,3.6,4.62,5.04,NA,NA,NA,NA,NA,"A1",0.714285714285714
"327",1516,102,4,205,2.28,1.38,1.06,0.43,NA,NA,NA,NA,NA,5.15,2.28,3.66,4.72,5.15,NA,NA,NA,NA,NA,"A1",0.710679611650485
"328",1519,102,4,205,2.42,1.38,1.09,0.51,NA,NA,NA,NA,NA,5.4,2.42,3.8,4.89,5.4,NA,NA,NA,NA,NA,"A2",0.703703703703704
"329",1520,102,4,205,2.48,1.28,1.14,0.58,NA,NA,NA,NA,NA,5.48,2.48,3.76,4.9,5.48,NA,NA,NA,NA,NA,"A2",0.686131386861314
"330",1522,102,4,205,2.45,1.46,1.01,0.47,NA,NA,NA,NA,NA,5.39,2.45,3.91,4.92,5.39,NA,NA,NA,NA,NA,"A3",0.725417439703154
"331",1523,102,4,205,2.23,1.66,0.73,0.45,NA,NA,NA,NA,NA,5.07,2.23,3.89,4.62,5.07,NA,NA,NA,NA,NA,"A3",0.767258382642998
"332",1527,102,4,205,1.71,0.91,0.79,0.26,NA,NA,NA,NA,NA,3.67,1.71,2.62,3.41,3.67,NA,NA,NA,NA,NA,"A4",0.713896457765668
"333",1525,102,4,205,1.87,1.02,0.83,0.39,NA,NA,NA,NA,NA,4.11,1.87,2.89,3.72,4.11,NA,NA,NA,NA,NA,"A4",0.70316301703163
"334",1530,102,4,205,1.91,0.86,0.72,0.27,NA,NA,NA,NA,NA,3.76,1.91,2.77,3.49,3.76,NA,NA,NA,NA,NA,"A6",0.736702127659575
"335",1529,102,4,205,2.59,1.44,0.8,0.3,NA,NA,NA,NA,NA,5.13,2.59,4.03,4.83,5.13,NA,NA,NA,NA,NA,"A6",0.785575048732943
"336",1606,108,4,194,1.89,1.38,0.66,0.35,NA,NA,NA,NA,NA,4.28,1.89,3.27,3.93,4.28,NA,NA,NA,NA,NA,"A1",0.764018691588785
"337",1607,108,4,194,2.09,1.58,0.8,0.4,NA,NA,NA,NA,NA,4.87,2.09,3.67,4.47,4.87,NA,NA,NA,NA,NA,"A1",0.753593429158111
"338",1609,108,4,194,2.17,1.52,0.84,0.45,NA,NA,NA,NA,NA,4.98,2.17,3.69,4.53,4.98,NA,NA,NA,NA,NA,"A2",0.740963855421687
"339",1610,108,4,194,1.94,1.55,0.83,0.46,NA,NA,NA,NA,NA,4.78,1.94,3.49,4.32,4.78,NA,NA,NA,NA,NA,"A2",0.730125523012552
"340",1614,108,4,194,2.16,1.51,0.86,0.43,NA,NA,NA,NA,NA,4.96,2.16,3.67,4.53,4.96,NA,NA,NA,NA,NA,"A3",0.73991935483871
"341",1613,108,4,194,2.02,1.48,0.86,0.37,NA,NA,NA,NA,NA,4.73,2.02,3.5,4.36,4.73,NA,NA,NA,NA,NA,"A3",0.739957716701903
"342",1617,108,4,194,1.66,1.06,0.7,0.36,NA,NA,NA,NA,NA,3.78,1.66,2.72,3.42,3.78,NA,NA,NA,NA,NA,"A4",0.71957671957672
"343",1616,108,4,194,1.45,1.18,0.68,0.28,NA,NA,NA,NA,NA,3.59,1.45,2.63,3.31,3.59,NA,NA,NA,NA,NA,"A4",0.732590529247911
"344",1619,108,4,194,2.21,1.34,0.71,0.28,NA,NA,NA,NA,NA,4.54,2.21,3.55,4.26,4.54,NA,NA,NA,NA,NA,"A6",0.781938325991189
"345",1620,108,4,194,1.87,1.15,0.57,0.24,NA,NA,NA,NA,NA,3.83,1.87,3.02,3.59,3.83,NA,NA,NA,NA,NA,"A6",0.788511749347258
"346",1653,111,4,178,2.18,1.3,0.68,0.18,NA,NA,NA,NA,NA,4.34,2.18,3.48,4.16,4.34,NA,NA,NA,NA,NA,"A1",0.80184331797235
"347",1651,111,4,178,2.14,1.08,0.68,0.13,NA,NA,NA,NA,NA,4.03,2.14,3.22,3.9,4.03,NA,NA,NA,NA,NA,"A1",0.799007444168734
"348",1656,111,4,178,2.22,1.24,0.75,0.28,NA,NA,NA,NA,NA,4.49,2.22,3.46,4.21,4.49,NA,NA,NA,NA,NA,"A2",0.770601336302895
"349",1655,111,4,178,2.14,1.34,0.71,0.26,NA,NA,NA,NA,NA,4.45,2.14,3.48,4.19,4.45,NA,NA,NA,NA,NA,"A2",0.782022471910112
"350",1659,111,4,178,2.59,1.32,0.8,0.22,NA,NA,NA,NA,NA,4.93,2.59,3.91,4.71,4.93,NA,NA,NA,NA,NA,"A3",0.793103448275862
"351",1657,111,4,178,2.19,1.26,0.73,0.19,NA,NA,NA,NA,NA,4.37,2.19,3.45,4.18,4.37,NA,NA,NA,NA,NA,"A3",0.789473684210526
"352",1661,111,4,178,2.01,1.07,0.4,0.24,NA,NA,NA,NA,NA,3.72,2.01,3.08,3.48,3.72,NA,NA,NA,NA,NA,"A4",0.827956989247312
"353",1660,111,4,178,1.96,1.13,0.58,0.15,NA,NA,NA,NA,NA,3.82,1.96,3.09,3.67,3.82,NA,NA,NA,NA,NA,"A4",0.808900523560209
"354",1665,111,4,178,2.24,1.15,0.5,0.18,NA,NA,NA,NA,NA,4.07,2.24,3.39,3.89,4.07,NA,NA,NA,NA,NA,"A6",0.832923832923833
"355",1664,111,4,178,2.46,1.32,0.6,0.15,NA,NA,NA,NA,NA,4.53,2.46,3.78,4.38,4.53,NA,NA,NA,NA,NA,"A6",0.834437086092715
"356",1713,115,4,179,1.71,1.33,0.77,0.29,NA,NA,NA,NA,NA,4.1,1.71,3.04,3.81,4.1,NA,NA,NA,NA,NA,"A1",0.741463414634146
"357",1711,115,4,179,1.93,1.39,0.8,0.34,NA,NA,NA,NA,NA,4.46,1.93,3.32,4.12,4.46,NA,NA,NA,NA,NA,"A1",0.744394618834081
"358",1714,115,4,179,1.56,1.1,0.72,0.19,NA,NA,NA,NA,NA,3.57,1.56,2.66,3.38,3.57,NA,NA,NA,NA,NA,"A2",0.745098039215686
"359",1715,115,4,179,1.64,1.29,0.78,0.22,NA,NA,NA,NA,NA,3.93,1.64,2.93,3.71,3.93,NA,NA,NA,NA,NA,"A2",0.745547073791349
"360",1719,115,4,179,1.8,1.23,0.71,0.25,NA,NA,NA,NA,NA,3.99,1.8,3.03,3.74,3.99,NA,NA,NA,NA,NA,"A3",0.759398496240602
"361",1717,115,4,179,2.04,1.46,0.9,0.25,NA,NA,NA,NA,NA,4.65,2.04,3.5,4.4,4.65,NA,NA,NA,NA,NA,"A3",0.752688172043011
"362",1721,115,4,179,1.55,1.1,0.65,0.27,NA,NA,NA,NA,NA,3.57,1.55,2.65,3.3,3.57,NA,NA,NA,NA,NA,"A4",0.742296918767507
"363",1722,115,4,179,1.51,1.1,0.65,0.31,NA,NA,NA,NA,NA,3.57,1.51,2.61,3.26,3.57,NA,NA,NA,NA,NA,"A4",0.73109243697479
"364",1723,115,4,179,2.03,1.31,0.86,0.23,NA,NA,NA,NA,NA,4.43,2.03,3.34,4.2,4.43,NA,NA,NA,NA,NA,"A6",0.753950338600451
"365",1724,115,4,179,1.79,1.18,0.63,0.23,NA,NA,NA,NA,NA,3.83,1.79,2.97,3.6,3.83,NA,NA,NA,NA,NA,"A6",0.775456919060052
"366",1772,119,4,198,1.81,1.35,0.95,0.51,NA,NA,NA,NA,NA,4.62,1.81,3.16,4.11,4.62,NA,NA,NA,NA,NA,"A1",0.683982683982684
"367",1771,119,4,198,1.93,1.28,0.78,0.44,NA,NA,NA,NA,NA,4.43,1.93,3.21,3.99,4.43,NA,NA,NA,NA,NA,"A1",0.724604966139955
"368",1774,119,4,198,2.02,1.3,0.84,0.53,NA,NA,NA,NA,NA,4.69,2.02,3.32,4.16,4.69,NA,NA,NA,NA,NA,"A2",0.707889125799574
"369",1776,119,4,198,2.04,1.44,0.75,0.57,NA,NA,NA,NA,NA,4.8,2.04,3.48,4.23,4.8,NA,NA,NA,NA,NA,"A2",0.725
"370",1778,119,4,198,1.9,1.74,0.67,0.45,NA,NA,NA,NA,NA,4.76,1.9,3.64,4.31,4.76,NA,NA,NA,NA,NA,"A3",0.764705882352941
"371",1777,119,4,198,2.12,1.38,0.73,0.45,NA,NA,NA,NA,NA,4.68,2.12,3.5,4.23,4.68,NA,NA,NA,NA,NA,"A3",0.747863247863248
"372",1782,119,4,198,1.67,1.04,0.67,0.45,NA,NA,NA,NA,NA,3.83,1.67,2.71,3.38,3.83,NA,NA,NA,NA,NA,"A4",0.70757180156658
"373",1781,119,4,198,1.44,0.88,0.66,0.37,NA,NA,NA,NA,NA,3.35,1.44,2.32,2.98,3.35,NA,NA,NA,NA,NA,"A4",0.692537313432836
"374",1783,119,4,198,1.92,1.37,0.62,0.37,NA,NA,NA,NA,NA,4.28,1.92,3.29,3.91,4.28,NA,NA,NA,NA,NA,"A6",0.768691588785047
"375",1785,119,4,198,1.86,1.14,0.67,0.38,NA,NA,NA,NA,NA,4.05,1.86,3,3.67,4.05,NA,NA,NA,NA,NA,"A6",0.740740740740741
"376",1982,133,4,178,1.46,2.04,0.98,0.45,NA,NA,NA,NA,NA,4.93,1.46,3.5,4.48,4.93,NA,NA,NA,NA,NA,"A1",0.709939148073022
"377",1981,133,4,178,1.33,1.93,1.01,0.42,NA,NA,NA,NA,NA,4.69,1.33,3.26,4.27,4.69,NA,NA,NA,NA,NA,"A1",0.695095948827292
"378",1985,133,4,178,1.45,2.01,1.13,0.6,NA,NA,NA,NA,NA,5.19,1.45,3.46,4.59,5.19,NA,NA,NA,NA,NA,"A2",0.666666666666667
"379",1984,133,4,178,1.16,1.67,0.73,0.33,NA,NA,NA,NA,NA,3.89,1.16,2.83,3.56,3.89,NA,NA,NA,NA,NA,"A2",0.727506426735218
"380",1987,133,4,178,1.42,1.97,0.9,0.47,NA,NA,NA,NA,NA,4.76,1.42,3.39,4.29,4.76,NA,NA,NA,NA,NA,"A3",0.71218487394958
"381",1988,133,4,178,1.27,1.91,0.91,0.52,NA,NA,NA,NA,NA,4.61,1.27,3.18,4.09,4.61,NA,NA,NA,NA,NA,"A3",0.689804772234273
"382",1992,133,4,178,1.29,1.53,0.89,0.41,NA,NA,NA,NA,NA,4.12,1.29,2.82,3.71,4.12,NA,NA,NA,NA,NA,"A4",0.684466019417476
"383",1991,133,4,178,1.44,1.76,0.99,0.43,NA,NA,NA,NA,NA,4.62,1.44,3.2,4.19,4.62,NA,NA,NA,NA,NA,"A4",0.692640692640693
"384",1993,133,4,178,1.52,1.89,1.06,0.37,NA,NA,NA,NA,NA,4.84,1.52,3.41,4.47,4.84,NA,NA,NA,NA,NA,"A6",0.704545454545455
"385",1995,133,4,178,1.23,1.5,0.78,0.26,NA,NA,NA,NA,NA,3.77,1.23,2.73,3.51,3.77,NA,NA,NA,NA,NA,"A6",0.724137931034483
"386",2146,144,4,192,1.74,1.79,0.84,0.48,NA,NA,NA,NA,NA,4.85,1.74,3.53,4.37,4.85,NA,NA,NA,NA,NA,"A1",0.727835051546392
"387",2148,144,4,192,1.59,1.76,0.82,0.47,NA,NA,NA,NA,NA,4.64,1.59,3.35,4.17,4.64,NA,NA,NA,NA,NA,"A1",0.72198275862069
"388",2150,144,4,192,1.76,1.71,0.77,0.49,NA,NA,NA,NA,NA,4.73,1.76,3.47,4.24,4.73,NA,NA,NA,NA,NA,"A2",0.733615221987315
"389",2151,144,4,192,1.72,1.57,0.78,0.41,NA,NA,NA,NA,NA,4.48,1.72,3.29,4.07,4.48,NA,NA,NA,NA,NA,"A2",0.734375
"390",2154,144,4,192,1.7,1.91,0.65,0.45,NA,NA,NA,NA,NA,4.71,1.7,3.61,4.26,4.71,NA,NA,NA,NA,NA,"A3",0.766454352441614
"391",2152,144,4,192,1.92,1.89,0.82,0.55,NA,NA,NA,NA,NA,5.18,1.92,3.81,4.63,5.18,NA,NA,NA,NA,NA,"A3",0.735521235521235
"392",2156,144,4,192,1.19,1.2,0.62,0.39,NA,NA,NA,NA,NA,3.4,1.19,2.39,3.01,3.4,NA,NA,NA,NA,NA,"A4",0.702941176470588
"393",2157,144,4,192,1.23,1.34,0.65,0.34,NA,NA,NA,NA,NA,3.56,1.23,2.57,3.22,3.56,NA,NA,NA,NA,NA,"A4",0.721910112359551
"394",2159,144,4,192,1.67,1.67,0.71,0.45,NA,NA,NA,NA,NA,4.5,1.67,3.34,4.05,4.5,NA,NA,NA,NA,NA,"A6",0.742222222222222
"395",2158,144,4,192,1.87,1.82,0.88,0.38,NA,NA,NA,NA,NA,4.95,1.87,3.69,4.57,4.95,NA,NA,NA,NA,NA,"A6",0.745454545454545
"396",2163,145,4,188,1.89,1.52,0.79,0.18,NA,NA,NA,NA,NA,4.38,1.89,3.41,4.2,4.38,NA,NA,NA,NA,NA,"A1",0.778538812785388
"397",2161,145,4,188,1.97,1.45,0.65,0.26,NA,NA,NA,NA,NA,4.33,1.97,3.42,4.07,4.33,NA,NA,NA,NA,NA,"A1",0.789838337182448
"398",2164,145,4,188,2.06,1.46,0.75,0.2,NA,NA,NA,NA,NA,4.47,2.06,3.52,4.27,4.47,NA,NA,NA,NA,NA,"A2",0.787472035794183
"399",2166,145,4,188,2.17,1.23,0.59,0.25,NA,NA,NA,NA,NA,4.24,2.17,3.4,3.99,4.24,NA,NA,NA,NA,NA,"A2",0.80188679245283
"400",2169,145,4,188,2.5,1.46,0.73,0.38,NA,NA,NA,NA,NA,5.07,2.5,3.96,4.69,5.07,NA,NA,NA,NA,NA,"A3",0.781065088757396
"401",2168,145,4,188,2.53,1.59,0.88,0.26,NA,NA,NA,NA,NA,5.26,2.53,4.12,5,5.26,NA,NA,NA,NA,NA,"A3",0.783269961977186
"402",2171,145,4,188,1.61,1.1,0.68,0.19,NA,NA,NA,NA,NA,3.58,1.61,2.71,3.39,3.58,NA,NA,NA,NA,NA,"A4",0.756983240223464
"403",2172,145,4,188,1.8,1.02,0.6,0.2,NA,NA,NA,NA,NA,3.62,1.8,2.82,3.42,3.62,NA,NA,NA,NA,NA,"A4",0.779005524861878
"404",2175,145,4,188,2,1.08,0.67,0.2,NA,NA,NA,NA,NA,3.95,2,3.08,3.75,3.95,NA,NA,NA,NA,NA,"A6",0.779746835443038
"405",2173,145,4,188,2.6,1.52,0.75,0.26,NA,NA,NA,NA,NA,5.13,2.6,4.12,4.87,5.13,NA,NA,NA,NA,NA,"A6",0.803118908382066
"406",2298,154,4,191,2.04,1.33,1.1,0.23,NA,NA,NA,NA,NA,4.7,2.04,3.37,4.47,4.7,NA,NA,NA,NA,NA,"A1",0.717021276595745
"407",2296,154,4,191,1.93,1.28,0.96,0.3,NA,NA,NA,NA,NA,4.47,1.93,3.21,4.17,4.47,NA,NA,NA,NA,NA,"A1",0.718120805369128
"408",2300,154,4,191,1.57,1.09,0.79,0.27,NA,NA,NA,NA,NA,3.72,1.57,2.66,3.45,3.72,NA,NA,NA,NA,NA,"A2",0.71505376344086
"409",2301,154,4,191,1.99,1.28,1.08,0.36,NA,NA,NA,NA,NA,4.71,1.99,3.27,4.35,4.71,NA,NA,NA,NA,NA,"A2",0.694267515923567
"410",2304,154,4,191,2.21,1.46,0.99,0.37,NA,NA,NA,NA,NA,5.03,2.21,3.67,4.66,5.03,NA,NA,NA,NA,NA,"A3",0.72962226640159
"411",2302,154,4,191,1.86,1.35,0.78,0.28,NA,NA,NA,NA,NA,4.27,1.86,3.21,3.99,4.27,NA,NA,NA,NA,NA,"A3",0.751756440281031
"412",2307,154,4,191,1.63,1.02,0.86,0.24,NA,NA,NA,NA,NA,3.75,1.63,2.65,3.51,3.75,NA,NA,NA,NA,NA,"A4",0.706666666666667
"413",2306,154,4,191,1.66,1.03,0.89,0.24,NA,NA,NA,NA,NA,3.82,1.66,2.69,3.58,3.82,NA,NA,NA,NA,NA,"A4",0.704188481675393
"414",2308,154,4,191,1.72,1.02,0.74,0.29,NA,NA,NA,NA,NA,3.77,1.72,2.74,3.48,3.77,NA,NA,NA,NA,NA,"A6",0.726790450928382
"415",2310,154,4,191,2.28,1.37,1.01,0.28,NA,NA,NA,NA,NA,4.94,2.28,3.65,4.66,4.94,NA,NA,NA,NA,NA,"A6",0.738866396761134
"416",2357,158,4,187,1.56,1.36,1.22,0.54,NA,NA,NA,NA,NA,4.68,1.56,2.92,4.14,4.68,NA,NA,NA,NA,NA,"A1",0.623931623931624
"417",2358,158,4,187,1.5,1.13,1.3,0.54,NA,NA,NA,NA,NA,4.47,1.5,2.63,3.93,4.47,NA,NA,NA,NA,NA,"A1",0.588366890380313
"418",2360,158,4,187,1.55,1.42,1.18,0.43,NA,NA,NA,NA,NA,4.58,1.55,2.97,4.15,4.58,NA,NA,NA,NA,NA,"A2",0.648471615720524
"419",2359,158,4,187,1.51,1.28,1.25,0.47,NA,NA,NA,NA,NA,4.51,1.51,2.79,4.04,4.51,NA,NA,NA,NA,NA,"A2",0.618625277161863
"420",2363,158,4,187,1.56,1.41,1.41,0.47,NA,NA,NA,NA,NA,4.85,1.56,2.97,4.38,4.85,NA,NA,NA,NA,NA,"A3",0.612371134020619
"421",2364,158,4,187,1.55,1.27,1.1,0.47,NA,NA,NA,NA,NA,4.39,1.55,2.82,3.92,4.39,NA,NA,NA,NA,NA,"A3",0.642369020501139
"422",2365,158,4,187,1.33,1.19,1.05,0.45,NA,NA,NA,NA,NA,4.02,1.33,2.52,3.57,4.02,NA,NA,NA,NA,NA,"A4",0.626865671641791
"423",2367,158,4,187,1.23,1.06,1.03,0.26,NA,NA,NA,NA,NA,3.58,1.23,2.29,3.32,3.58,NA,NA,NA,NA,NA,"A4",0.639664804469274
"424",2369,158,4,187,1.51,1.22,0.99,0.33,NA,NA,NA,NA,NA,4.05,1.51,2.73,3.72,4.05,NA,NA,NA,NA,NA,"A6",0.674074074074074
"425",2370,158,4,187,1.5,1.28,0.89,0.28,NA,NA,NA,NA,NA,3.95,1.5,2.78,3.67,3.95,NA,NA,NA,NA,NA,"A6",0.70379746835443
"426",2462,165,4,186,1.75,1.13,0.58,0.33,NA,NA,NA,NA,NA,3.79,1.75,2.88,3.46,3.79,NA,NA,NA,NA,NA,"A1",0.759894459102902
"427",2461,165,4,186,1.93,1.17,0.65,0.35,NA,NA,NA,NA,NA,4.1,1.93,3.1,3.75,4.1,NA,NA,NA,NA,NA,"A1",0.75609756097561
"428",2466,165,4,186,1.98,1.33,0.79,0.43,NA,NA,NA,NA,NA,4.53,1.98,3.31,4.1,4.53,NA,NA,NA,NA,NA,"A2",0.730684326710817
"429",2464,165,4,186,2.05,1.32,0.84,0.35,NA,NA,NA,NA,NA,4.56,2.05,3.37,4.21,4.56,NA,NA,NA,NA,NA,"A2",0.739035087719298
"430",2467,165,4,186,2.18,1.33,0.86,0.42,NA,NA,NA,NA,NA,4.79,2.18,3.51,4.37,4.79,NA,NA,NA,NA,NA,"A3",0.732776617954071
"431",2468,165,4,186,2.05,1.32,0.83,0.36,NA,NA,NA,NA,NA,4.56,2.05,3.37,4.2,4.56,NA,NA,NA,NA,NA,"A3",0.739035087719298
"432",2472,165,4,186,1.45,0.98,0.56,0.39,NA,NA,NA,NA,NA,3.38,1.45,2.43,2.99,3.38,NA,NA,NA,NA,NA,"A4",0.718934911242603
"433",2470,165,4,186,1.44,0.8,0.63,0.34,NA,NA,NA,NA,NA,3.21,1.44,2.24,2.87,3.21,NA,NA,NA,NA,NA,"A4",0.697819314641745
"434",2473,165,4,186,1.52,0.81,0.5,0.13,NA,NA,NA,NA,NA,2.96,1.52,2.33,2.83,2.96,NA,NA,NA,NA,NA,"A6",0.787162162162162
"435",2474,165,4,186,1.57,1.05,0.51,0.16,NA,NA,NA,NA,NA,3.29,1.57,2.62,3.13,3.29,NA,NA,NA,NA,NA,"A6",0.796352583586626
"436",2581,173,4,196,2.18,1.42,0.58,0.32,NA,NA,NA,NA,NA,4.5,2.18,3.6,4.18,4.5,NA,NA,NA,NA,NA,"A1",0.8
"437",2583,173,4,196,2.17,1.2,0.8,0.33,NA,NA,NA,NA,NA,4.5,2.17,3.37,4.17,4.5,NA,NA,NA,NA,NA,"A1",0.748888888888889
"438",2584,173,4,196,2.24,1.16,0.77,0.4,NA,NA,NA,NA,NA,4.57,2.24,3.4,4.17,4.57,NA,NA,NA,NA,NA,"A2",0.74398249452954
"439",2586,173,4,196,2.35,1.49,0.89,0.36,NA,NA,NA,NA,NA,5.09,2.35,3.84,4.73,5.09,NA,NA,NA,NA,NA,"A2",0.754420432220039
"440",2587,173,4,196,2.4,1.5,0.64,0.33,NA,NA,NA,NA,NA,4.87,2.4,3.9,4.54,4.87,NA,NA,NA,NA,NA,"A3",0.80082135523614
"441",2589,173,4,196,2.15,1.33,0.74,0.31,NA,NA,NA,NA,NA,4.53,2.15,3.48,4.22,4.53,NA,NA,NA,NA,NA,"A3",0.768211920529801
"442",2591,173,4,196,1.68,1.01,0.69,0.24,NA,NA,NA,NA,NA,3.62,1.68,2.69,3.38,3.62,NA,NA,NA,NA,NA,"A4",0.743093922651934
"443",2592,173,4,196,1.67,1.09,0.69,0.28,NA,NA,NA,NA,NA,3.73,1.67,2.76,3.45,3.73,NA,NA,NA,NA,NA,"A4",0.739946380697051
"444",2593,173,4,196,2.23,1.35,0.8,0.3,NA,NA,NA,NA,NA,4.68,2.23,3.58,4.38,4.68,NA,NA,NA,NA,NA,"A6",0.764957264957265
"445",2594,173,4,196,2.24,1.09,0.65,0.2,NA,NA,NA,NA,NA,4.18,2.24,3.33,3.98,4.18,NA,NA,NA,NA,NA,"A6",0.796650717703349
"446",2671,179,4,195,2.26,1.45,0.63,0.35,NA,NA,NA,NA,NA,4.69,2.26,3.71,4.34,4.69,NA,NA,NA,NA,NA,"A1",0.791044776119403
"447",2672,179,4,195,2.18,1.33,0.67,0.33,NA,NA,NA,NA,NA,4.51,2.18,3.51,4.18,4.51,NA,NA,NA,NA,NA,"A1",0.778270509977827
"448",2674,179,4,195,2.25,1.47,0.64,0.38,NA,NA,NA,NA,NA,4.74,2.25,3.72,4.36,4.74,NA,NA,NA,NA,NA,"A2",0.784810126582278
"449",2676,179,4,195,2.17,1.43,0.67,0.43,NA,NA,NA,NA,NA,4.7,2.17,3.6,4.27,4.7,NA,NA,NA,NA,NA,"A2",0.765957446808511
"450",2677,179,4,195,2.48,1.38,0.73,0.37,NA,NA,NA,NA,NA,4.96,2.48,3.86,4.59,4.96,NA,NA,NA,NA,NA,"A3",0.778225806451613
"451",2679,179,4,195,2.57,1.52,0.74,0.42,NA,NA,NA,NA,NA,5.25,2.57,4.09,4.83,5.25,NA,NA,NA,NA,NA,"A3",0.779047619047619
"452",2681,179,4,195,1.81,1.19,0.54,0.27,NA,NA,NA,NA,NA,3.81,1.81,3,3.54,3.81,NA,NA,NA,NA,NA,"A4",0.78740157480315
"453",2680,179,4,195,1.78,1.23,0.55,0.31,NA,NA,NA,NA,NA,3.87,1.78,3.01,3.56,3.87,NA,NA,NA,NA,NA,"A4",0.777777777777778
"454",2683,179,4,195,2.21,1.26,0.57,0.23,NA,NA,NA,NA,NA,4.27,2.21,3.47,4.04,4.27,NA,NA,NA,NA,NA,"A6",0.812646370023419
"455",2684,179,4,195,2.34,1.19,0.55,0.35,NA,NA,NA,NA,NA,4.43,2.34,3.53,4.08,4.43,NA,NA,NA,NA,NA,"A6",0.796839729119639
"456",2731,183,4,185,1.88,1.37,1.06,0.58,NA,NA,NA,NA,NA,4.89,1.88,3.25,4.31,4.89,NA,NA,NA,NA,NA,"A1",0.664621676891616
"457",2733,183,4,185,1.8,1.32,1.22,0.49,NA,NA,NA,NA,NA,4.83,1.8,3.12,4.34,4.83,NA,NA,NA,NA,NA,"A1",0.645962732919255
"458",2735,183,4,185,1.87,1.33,1.2,0.69,NA,NA,NA,NA,NA,5.09,1.87,3.2,4.4,5.09,NA,NA,NA,NA,NA,"A2",0.6286836935167
"459",2736,183,4,185,1.8,1.27,1.28,0.68,NA,NA,NA,NA,NA,5.03,1.8,3.07,4.35,5.03,NA,NA,NA,NA,NA,"A2",0.610337972166998
"460",2739,183,4,185,1.83,1.09,1.17,0.61,NA,NA,NA,NA,NA,4.7,1.83,2.92,4.09,4.7,NA,NA,NA,NA,NA,"A3",0.621276595744681
"461",2737,183,4,185,2,1.07,1.18,0.58,NA,NA,NA,NA,NA,4.83,2,3.07,4.25,4.83,NA,NA,NA,NA,NA,"A3",0.635610766045549
"462",2741,183,4,185,1.12,0.62,0.66,0.35,NA,NA,NA,NA,NA,2.75,1.12,1.74,2.4,2.75,NA,NA,NA,NA,NA,"A4",0.632727272727273
"463",2740,183,4,185,1.28,0.73,0.62,0.38,NA,NA,NA,NA,NA,3.01,1.28,2.01,2.63,3.01,NA,NA,NA,NA,NA,"A4",0.667774086378737
"464",2743,183,4,185,1.95,1.21,0.99,0.61,NA,NA,NA,NA,NA,4.76,1.95,3.16,4.15,4.76,NA,NA,NA,NA,NA,"A6",0.663865546218487
